Relatório de Anúncios de Produto - Shopee Brasil,,,,,,,,,,,,,,,,,,,,,,,
Nome de Usuário,,,,,,,,,,,,,,,,,,,,,,,
Nome da loja,,,,,,,,,,,,,,,,,,,,,,,
ID da Loja,,,,,,,,,,,,,,,,,,,,,,,
Nome do Produto / Anúncio,Kit 3 Sutiã Amamentação Renda Sem Bojo Reforçado Gestante Pós Parto,,,,,,,,,,,,,,,,,,,,,,
ID do Produto,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data de Criação do Relatório,,,,,,,,,,,,,,,,,,,,,,,
Período,04/05/2024 - 10/05/2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Busca,,,,,,,,,,,,,,,,,,,,,,,
#,Palavras-chave,Tipo de combinação,Consulta de pesquisa,Método de Lance,Impressão,Cliques,CTR,Conversões,Conversões Diretas,Taxa de Conversão,Taxa de Conversão Direta,Custo por Conversão,Custo por Conversão Direta,Itens Vendidos,Itens Vendidos Diretos,VBM,Receita direta,Despesas,Posicionamento Médio,ROAS,ROAS Direto,ACOS,ACOS Direto
3097,maternidade,Correspondência Ampla,enxoval mamãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3098,maternidade,Correspondência Ampla,kit roupa  gravida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3099,amamentação,Correspondência Ampla,sutiã amamentar plus,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
3100,maternidade,Correspondência Ampla,saída da maternidade lindas,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
3101,maternidade,Correspondência Ampla,conjunto de kangerie,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3102,maternidade,Correspondência Ampla,plie gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
3103,amamentação,Correspondência Ampla,sutian amamentação reforcado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3104,gestante,Correspondência Ampla,gestante sutian,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3105,maternidade,Correspondência Ampla,nomes para bebês,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3106,gestante,Correspondência Ampla,kit vestido gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3107,amamentação,Correspondência Ampla,camisola de amamentação flanelada,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
3108,amamentação,Correspondência Ampla,calcinha e sutiã com bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3109,amamentação,Correspondência Ampla,consultora de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3110,maternidade,Correspondência Ampla,echoval de bebe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3111,amamentação,Correspondência Ampla,sutiã reforçado 52,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3112,amamentação,Correspondência Ampla,blusa gestante amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
3113,maternidade,Correspondência Ampla,veatido gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3114,amamentação,Correspondência Ampla,top amamentação algodão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3115,maternidade,Correspondência Ampla,babydoll dewasa,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
3116,amamentação,Correspondência Ampla,vestido branco gravidez amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3117,gestante,Correspondência Ampla,calcinha  gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
3118,amamentação,Correspondência Ampla,kit camisola de amamentação pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3119,maternidade,Correspondência Ampla,coisas se bebe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
3120,maternidade,Correspondência Ampla,camisola frio,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3121,gestante,Correspondência Ampla,calcinha pra gestante e pós parto algodão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
3122,amamentação,Correspondência Ampla,sitian amamentação azul,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3123,maternidade,Correspondência Ampla,victoria moda jovem,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
3124,amamentação,Correspondência Ampla,bory amamentação fio dental,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
3125,gestante,Correspondência Ampla,legue feminino gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3126,amamentação,Correspondência Ampla,kit 2 sutiã amamentação p34,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3127,maternidade,Correspondência Ampla,conjunto de lingerie de renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,44,0.00,0.00,0.00%,0.00%
3128,amamentação,Correspondência Ampla,sutiã amamentação amalie,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3129,maternidade,Correspondência Ampla,pijama inverno  maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
3130,maternidade,Correspondência Ampla,produtos para gravida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
3131,maternidade,Correspondência Ampla,camisola pós parto microfibra,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,69,0.00,0.00,0.00%,0.00%
3132,amamentação,Correspondência Ampla,baby doll amamentação para maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
3133,gestante,Correspondência Ampla,sutiã preto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
3134,maternidade,Correspondência Ampla,saida de maternidade feminino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,71,0.00,0.00,0.00%,0.00%
3135,gestante,Correspondência Ampla,vestido fresco pra gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,72,0.00,0.00,0.00%,0.00%
3136,maternidade,Correspondência Ampla,pijama de abrir inverno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3137,amamentação,Correspondência Ampla,sutiã amamentação larah,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3138,gestante,Correspondência Ampla,sutian de gravidez,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3139,amamentação,Correspondência Ampla,sutiã amamentacao 48,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3140,maternidade,Correspondência Ampla,enxoval para menino bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3141,maternidade,Correspondência Ampla,saida maternidade feminina da nike,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3142,maternidade,Correspondência Ampla,babydoll sensual,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3143,amamentação,Correspondência Ampla,sutiã simulador de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3144,maternidade,Correspondência Ampla,kit de bolsabebê nome aysha,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
3145,amamentação,Correspondência Ampla,sutiã bojo p,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,79,0.00,0.00,0.00%,0.00%
3146,maternidade,Correspondência Ampla,conjunto sutiã feminino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,45,0.00,0.00,0.00%,0.00%
3147,maternidade,Correspondência Ampla,enxoval kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3148,amamentação,Correspondência Ampla,sutia amamentar sem.custura,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3149,amamentação,Correspondência Ampla,camisola de amamentação com penoar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3150,gestante,Correspondência Ampla,kits de bery,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3151,gestante,Correspondência Ampla,camisola para gestante pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3152,amamentação,Correspondência Ampla,sutian de amamentação delrio,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3153,amamentação,Correspondência Ampla,casinha  sutiã de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3154,amamentação,Correspondência Ampla,utensílios para seios pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3155,amamentação,Correspondência Ampla,soutien amamentação bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3156,amamentação,Correspondência Ampla,camisa gestante e amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
3157,maternidade,Correspondência Ampla,roupa de gestante feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
3158,maternidade,Correspondência Ampla,kit de sutiã e kit de calcinha,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3159,gestante,Correspondência Ampla,lovito casual sutiã feminino liso alinhado elástico lne31266 (da,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
3160,amamentação,Correspondência Ampla,kit amamentação 3 peças,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3161,maternidade,Correspondência Ampla,roupa feminina de saída da maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3162,amamentação,Correspondência Ampla,sutia de algodão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
3163,amamentação,Correspondência Ampla,sutiãn amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3164,amamentação,Correspondência Ampla,fita pós parto drenagem,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3165,maternidade,Correspondência Ampla,pijamas camisolas e baby dol,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3166,maternidade,Correspondência Ampla,camisolas feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3167,amamentação,Correspondência Ampla,regatas de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
3168,gestante,Correspondência Ampla,roupa branca para grávida o branco gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3169,maternidade,Correspondência Ampla,sutiã em atacado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,64,0.00,0.00,0.00%,0.00%
3170,maternidade,Correspondência Ampla,legging de gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3171,amamentação,Correspondência Ampla,sutian amamentação trifil,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3172,maternidade,Correspondência Ampla,conjunto de sutiã,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,62,0.00,0.00,0.00%,0.00%
3173,maternidade,Correspondência Ampla,mochila maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3174,amamentação,Correspondência Ampla,sutiã de amamentação lolita,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3175,amamentação,Correspondência Ampla,kit de camisola de amamentação luxo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
3176,maternidade,Correspondência Ampla,kit nenem,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,30,0.00,0.00,0.00%,0.00%
3177,amamentação,Correspondência Ampla,sutiã amamentação reforçado plus size,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
3178,amamentação,Correspondência Ampla,sutiã de enchimento de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3179,amamentação,Correspondência Ampla,pijama americano feminino algodão pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
3180,maternidade,Correspondência Ampla,grávidas estilosas,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3181,amamentação,Correspondência Ampla,camisola de amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
3182,maternidade,Correspondência Ampla,blogueira grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3183,amamentação,Correspondência Ampla,algodão amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3184,amamentação,Correspondência Ampla,camisola amamentação com botão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,70,0.00,0.00,0.00%,0.00%
3185,maternidade,Correspondência Ampla,love secret lingerie,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3186,maternidade,Correspondência Ampla,kit roupa feminina conjunto bebe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
3187,amamentação,Correspondência Ampla,blusas para amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
3188,maternidade,Correspondência Ampla,roupa para sair da maternidade mãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
3189,gestante,Correspondência Ampla,kit calcinha sutiã,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3190,gestante,Correspondência Ampla,calcinha feminina pra gravida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
3191,amamentação,Correspondência Ampla,haaca para amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3192,maternidade,Correspondência Ampla,camisolas de botão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
3193,maternidade,Correspondência Ampla,foto gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3194,gestante,Correspondência Ampla,sutiã  75d,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
3195,gestante,Correspondência Ampla,i sutiã sem bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3196,gestante,Correspondência Ampla,sutiã elegante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3197,maternidade,Correspondência Ampla,conjunto para ir na maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
3198,amamentação,Correspondência Ampla,roupa pós parto mamãe inverno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,55,0.00,0.00,0.00%,0.00%
3199,maternidade,Correspondência Ampla,roupas femininas gestantes,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
3200,amamentação,Correspondência Ampla,sutiã amamentação caramba,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3201,amamentação,Correspondência Ampla,duloren sutiã amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3202,gestante,Correspondência Ampla,bata pra gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,87,0.00,0.00,0.00%,0.00%
3203,amamentação,Correspondência Ampla,kit amamentação urso,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3204,amamentação,Correspondência Ampla,bustiê feminino lupo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
3205,maternidade,Correspondência Ampla,pijama de calça para maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
3206,maternidade,Correspondência Ampla,roby,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3207,maternidade,Correspondência Ampla,hobe feminino de renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,48,0.00,0.00,0.00%,0.00%
3208,amamentação,Correspondência Ampla,camisola amamentação luxo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,62,0.00,0.00,0.00%,0.00%
3209,maternidade,Correspondência Ampla,conjuntos de calcinha e sutiã todo em renda com  bojo alças finas,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
3210,amamentação,Correspondência Ampla,sutiã amamentar starjane,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
3211,maternidade,Correspondência Ampla,calcinha pós parto ccom pijama,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,117,0.00,0.00,0.00%,0.00%
3212,amamentação,Correspondência Ampla,creme kit pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3213,maternidade,Correspondência Ampla,roupas gestantes feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3214,amamentação,Correspondência Ampla,camisola mais robe amamentação longo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,35,0.00,0.00,0.00%,0.00%
3215,maternidade,Correspondência Ampla,conjunto sutiã e calcinha lovito,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3216,gestante,Correspondência Ampla,conjunto branco gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
3217,maternidade,Correspondência Ampla,lingerie cotton,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
3218,maternidade,Correspondência Ampla,roupinha pra usar na maternidade bb,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,59,0.00,0.00,0.00%,0.00%
3219,maternidade,Correspondência Ampla,camisola branca,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3220,amamentação,Correspondência Ampla,kits de camisola de amamentação não mandei não a primeira lá né,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,104,0.00,0.00,0.00%,0.00%
3221,maternidade,Correspondência Ampla,camisola longa maternidade mamãe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
3222,amamentação,Correspondência Ampla,baby doll amamentação com robe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3223,amamentação,Correspondência Ampla,kit sutiã amamentação atacado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3224,amamentação,Correspondência Ampla,camisola amamentação pós parto maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
3225,maternidade,Correspondência Ampla,roupinhas de bebê enxoval maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
